"","Tm","roster"
"11","IND","/players/b/besttr01.html, /players/b/bohanet01.html, /players/c/croshau01.html, /players/d/davisan01.html, /players/d/davisda01.html, /players/h/hoibefr01.html, /players/j/jacksma01.html, /players/m/mckeyde01.html, /players/m/millere01.html, /players/m/mullich01.html, /players/p/popema01.html, /players/r/roseja01.html, /players/s/smitsri01.html, /players/w/westma01.html"
"12","LAC","/players/a/austiis01.html, /players/b/barrybr01.html, /players/c/closske01.html, /players/c/collija01.html, /players/m/martida01.html, /players/m/murrala01.html, /players/p/piatker01.html, /players/r/richapo01.html, /players/r/robinja02.html, /players/r/rogerro01.html, /players/s/smithch04.html, /players/t/tayloma01.html, /players/v/vaughlo01.html, /players/v/vrankst01.html, /players/w/wrighlo02.html"
"13","LAL","/players/b/barryjo01.html, /players/b/bennema01.html, /players/b/blounco01.html, /players/b/bryanko01.html, /players/c/campbel01.html, /players/f/fishede01.html, /players/f/foxri01.html, /players/h/horryro01.html, /players/j/jonesed02.html, /players/o/onealsh01.html, /players/r/rooksse01.html, /players/s/sealssh01.html, /players/v/vanexni01.html"
"14","MIA","/players/a/askinke01.html, /players/a/austiis01.html, /players/b/barrybr01.html, /players/b/brownpj01.html, /players/c/causwdu01.html, /players/c/conloma01.html, /players/d/dayto01.html, /players/h/hardati01.html, /players/l/langan02.html, /players/l/lenarvo01.html, /players/m/majerda01.html, /players/m/mashbja01.html, /players/m/millste01.html, /players/m/mournal01.html, /players/m/murdoer01.html, /players/s/smithch04.html, /players/s/stricma01.html, /players/w/waltere01.html"
"15","MIL","/players/a/allenra02.html, /players/b/brandte01.html, /players/b/breauti01.html, /players/c/currymi01.html, /players/f/feickja01.html, /players/g/gilliar01.html, /players/g/greenli01.html, /players/h/hillty01.html, /players/h/honeyje01.html, /players/j/johnser02.html, /players/l/langan01.html, /players/n/nordgje01.html, /players/p/perryel01.html, /players/p/piercri01.html, /players/r/robingl01.html, /players/s/smithto02.html"
"16","MIN","/players/c/carrch01.html, /players/c/curlebi01.html, /players/g/garneke01.html, /players/g/guglito01.html, /players/h/hammoto01.html, /players/j/jordare01.html, /players/m/marbust01.html, /players/m/mitchsa01.html, /players/p/parksch02.html, /players/p/peelean01.html, /players/p/portete01.html, /players/r/roberst01.html, /players/r/roziecl01.html, /players/w/westdo01.html, /players/w/wheatde01.html, /players/w/willimi02.html"
"17","NJN","/players/b/benoida01.html, /players/c/cagemi01.html, /players/c/cassesa01.html, /players/d/dareyi01.html, /players/d/douglsh01.html, /players/e/edwarke01.html, /players/e/evansbr01.html, /players/g/gatlich01.html, /players/g/gillke01.html, /players/h/haleyja01.html, /players/h/harrilu01.html, /players/k/kittlke01.html, /players/m/macledo01.html, /players/m/mcdanxa01.html, /players/s/seikaro01.html, /players/v/vanhoke01.html, /players/v/vaughda02.html, /players/w/willija01.html"
"18","NYK","/players/b/bowiean01.html, /players/c/childch01.html, /players/c/cummite01.html, /players/d/davisbe01.html, /players/d/dudlech02.html, /players/e/ewingpa01.html, /players/h/houstal01.html, /players/j/johnsla02.html, /players/m/millsch01.html, /players/m/myerspe01.html, /players/o/oaklech01.html, /players/s/starkjo01.html, /players/t/thompbr01.html, /players/w/wardch01.html, /players/w/willibu01.html, /players/w/willihe01.html"
"19","ORL","/players/a/anderni01.html, /players/a/armstda01.html, /players/b/benoida01.html, /players/e/edwarke01.html, /players/e/evansbr01.html, /players/g/grantho01.html, /players/h/hardaan01.html, /players/h/harpede01.html, /players/k/kemptti01.html, /players/l/lawsoja01.html, /players/m/maxweve01.html, /players/o/ollieke01.html, /players/o/outlabo01.html, /players/p/pricema01.html, /players/r/royaldo01.html, /players/s/schayda01.html, /players/s/seikaro01.html, /players/s/stronde01.html, /players/t/taylojo01.html, /players/t/thomaca01.html, /players/w/webbsp01.html, /players/w/wilkige01.html"
"20","PHI","/players/b/benjabe01.html, /players/c/chambto01.html, /players/c/colemde01.html, /players/c/cummite01.html, /players/c/cunniwi01.html, /players/d/davisma02.html, /players/i/iversal01.html, /players/j/jacksji01.html, /players/m/mckieaa01.html, /players/m/montrer01.html, /players/o/overtdo01.html, /players/p/parkean01.html, /players/r/ratlith01.html, /players/s/shawbr01.html, /players/s/smithjo02.html, /players/s/snower01.html, /players/s/stackje01.html, /players/s/stewake01.html, /players/t/thomati01.html, /players/w/waltere01.html, /players/w/weathcl01.html, /players/w/willisc01.html"
"21","PHO","/players/b/bryanma01.html, /players/c/cebalce01.html, /players/c/chapmre01.html, /players/j/johnske02.html, /players/k/kiddja01.html, /players/l/llamaho01.html, /players/m/mannida01.html, /players/m/mccloge01.html, /players/m/mcdyean01.html, /players/m/milicma01.html, /players/n/nashst01.html, /players/r/robincl02.html, /players/s/scottde01.html, /players/t/thompbr01.html, /players/w/williho01.html"
"22","POR","/players/a/anderke01.html, /players/a/askewvi01.html, /players/a/augmost01.html, /players/b/brunsri01.html, /players/c/catoke01.html, /players/c/crottjo01.html, /players/g/grantbr01.html, /players/g/grantga01.html, /players/h/higgise01.html, /players/l/listeal01.html, /players/o/onealje01.html, /players/r/rideris01.html, /players/r/rogerca01.html, /players/s/sabonar01.html, /players/s/stoudda01.html, /players/t/trentga01.html, /players/w/wallara01.html, /players/w/willial02.html, /players/w/williwa02.html, /players/w/wingfdo01.html"
"23","SAC","/players/a/abdulma02.html, /players/a/abdulta01.html, /players/d/deherte01.html, /players/f/fundela01.html, /players/g/grimmde01.html, /players/h/hendrma01.html, /players/h/hurlebo01.html, /players/j/johnsan02.html, /players/o/owensbi01.html, /players/p/polynol01.html, /players/r/richmmi01.html, /players/r/robinch01.html, /players/s/salvake01.html, /players/s/smithmi02.html, /players/s/stewami01.html, /players/t/thorpot01.html, /players/w/willico02.html"
"24","SAS","/players/a/alexaco01.html, /players/b/burtowi01.html, /players/d/delnevi01.html, /players/d/duncati01.html, /players/e/elliose01.html, /players/g/gearyre01.html, /players/h/herreca01.html, /players/j/jacksja01.html, /players/j/johnsav01.html, /players/l/lohaubr01.html, /players/p/perduwi01.html, /players/p/persoch01.html, /players/r/robinda01.html, /players/r/rosema01.html, /players/w/willimo01.html"
"25","SEA","/players/a/anthogr01.html, /players/b/bakervi01.html, /players/c/cottoja02.html, /players/e/ellisda01.html, /players/h/hawkihe01.html, /players/h/howarst01.html, /players/k/kerseje01.html, /players/m/mcilvji01.html, /players/m/mcmilna01.html, /players/p/paytoga01.html, /players/p/perkisa01.html, /players/s/schrede01.html, /players/s/snower01.html, /players/w/williaa01.html, /players/w/wingada01.html, /players/z/zidekge01.html"
"26","TOR","/players/b/billuch01.html, /players/b/brownde01.html, /players/c/cambyma01.html, /players/c/chrisdo01.html, /players/d/daniell01.html, /players/g/garnech01.html, /players/j/jonespo01.html, /players/k/kemptti01.html, /players/m/mccanbo01.html, /players/m/mcgratr01.html, /players/m/milleol01.html, /players/r/respesh01.html, /players/r/rogerca01.html, /players/r/rogerro02.html, /players/s/slatere01.html, /players/s/stokeed01.html, /players/s/stoudda01.html, /players/t/tabakza01.html, /players/t/thomajo02.html, /players/t/trentga01.html, /players/w/wallajo01.html, /players/w/willial02.html, /players/w/williwa02.html, /players/w/wrighsh01.html"
"27","UTA","/players/a/andersh01.html, /players/c/carran01.html, /players/c/cunniwi01.html, /players/e/eisleho01.html, /players/f/fostegr01.html, /players/h/hornaje01.html, /players/h/hudsotr01.html, /players/k/keefead01.html, /players/m/malonka01.html, /players/m/morrich01.html, /players/o/ostergr01.html, /players/r/russebr01.html, /players/s/stockjo01.html, /players/v/vaughja01.html"
"28","VAN","/players/a/abdursh01.html, /players/c/chilcpe01.html, /players/d/daniean01.html, /players/e/edwarbl01.html, /players/h/hurlebo01.html, /players/l/lynchge01.html, /players/m/macksa01.html, /players/m/masseto01.html, /players/m/maybele01.html, /players/n/newbiiv01.html, /players/p/peelean01.html, /players/r/reevebr01.html, /players/r/robinch01.html, /players/r/robinla01.html, /players/s/smithmi02.html, /players/t/thorpot01.html"
"29","WAS","/players/c/cheanca01.html, /players/d/daviste01.html, /players/e/eacklle01.html, /players/g/grantha01.html, /players/h/hamda01.html, /players/h/howarju01.html, /players/l/legleti01.html, /players/m/motenla01.html, /players/m/murratr01.html, /players/o/oliveji01.html, /players/s/shammgo01.html, /players/s/stricro02.html, /players/w/wallabe01.html, /players/w/webbech01.html, /players/w/whitnch01.html, /players/w/willilo01.html"
